BRIDGE | TRACE | 11:02:02 | 194.01 | modifyObject() : taskLabel
BRIDGE | DEBUG | 11:02:02 | 194.01 | Position: (0.735, -0.028, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:02 | 194.01 | Modifying Text: Introduction
BRIDGE | DEBUG | 11:02:02 | 194.01 | Mesh bounding box: Center: (0.736, -0.028, 2.735), Extents: (0.151, 0.023, 0.032)
BRIDGE | TRACE | 11:02:02 | 194.01 | MakeObject() : sectionLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:02 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:02 | 194.01 | transmitObject(), Obj Name: sectionLabel, object guid: d0a1cd1b-63a2-402b-be12-d5515f38af76
BRIDGE | TRACE | 11:02:02 | 194.01 | Transmitting Object, message guid: 1beb9259-c5ce-440e-8fd0-2a1805160a48
BRIDGE | TRACE | 11:02:02 | 194.01 | initializeObject() : sectionLabel
BRIDGE | DEBUG | 11:02:02 | 194.01 | Setting object sectionLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:02:02 | 194.01 | modifyObject() : sectionLabel
BRIDGE | DEBUG | 11:02:02 | 194.01 | Position: (0.735, 0.122, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:02 | 194.01 | Modifying Text: The View From Above the North Pole
BRIDGE | DEBUG | 11:02:02 | 194.01 | Mesh bounding box: Center: (0.734, 0.122, 2.735), Extents: (0.485, 0.023, 0.102)
BRIDGE | TRACE | 11:02:02 | 194.01 | MakeObject() : brbNextModule, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:02 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:02 | 194.01 | transmitObject(), Obj Name: brbNextModule, object guid: 3047873b-0015-43c2-a614-184358d38da5
BRIDGE | TRACE | 11:02:02 | 194.01 | Transmitting Object, message guid: 15d9bb00-3d76-4ffa-8a8e-3389c609dbee
BRIDGE | TRACE | 11:02:02 | 194.01 | initializeObject() : brbNextModule
BRIDGE | DEBUG | 11:02:02 | 194.01 | Setting object brbNextModule parent to sectionLabel
BRIDGE | TRACE | 11:02:02 | 194.01 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 11:02:02 | 194.01 | Position: (1.322, 0.122, 2.612), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:02:02 | 194.01 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | DEBUG | 11:02:02 | 194.01 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextModule
BRIDGE | TRACE | 11:02:02 | 194.01 | MakeObject() : brbNextModuleLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:02 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:02 | 194.01 | transmitObject(), Obj Name: brbNextModuleLabel, object guid: e7d4fa58-77a6-48bd-8db6-dc41a7262434
BRIDGE | TRACE | 11:02:02 | 194.01 | Transmitting Object, message guid: c0a057a5-57a3-4eaa-8f27-390a30eb2fda
BRIDGE | TRACE | 11:02:02 | 194.01 | initializeObject() : brbNextModuleLabel
BRIDGE | DEBUG | 11:02:02 | 194.01 | Setting object brbNextModuleLabel parent to brbNextModule
BRIDGE | TRACE | 11:02:02 | 194.01 | modifyObject() : brbNextModuleLabel
BRIDGE | DEBUG | 11:02:02 | 194.01 | Position: (1.322, 0.044, 2.612), scale: (0.360, 0.360, 0.360), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:02 | 194.01 | Modifying Text: Next  Module
BRIDGE | DEBUG | 11:02:02 | 194.01 | Mesh bounding box: Center: (1.328, 0.043, 2.610), Extents: (0.056, 0.034, 0.012)
BRIDGE | TRACE | 11:02:02 | 194.01 | MakeObject() : brbPreviousModule, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:02 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:02 | 194.01 | transmitObject(), Obj Name: brbPreviousModule, object guid: 94032c27-948f-435e-8112-3a8dc96b9d88
BRIDGE | TRACE | 11:02:02 | 194.01 | Transmitting Object, message guid: 76c482cb-3a6f-4394-abdd-aa08ae5766d1
BRIDGE | TRACE | 11:02:02 | 194.01 | initializeObject() : brbPreviousModule
BRIDGE | DEBUG | 11:02:02 | 194.01 | Setting object brbPreviousModule parent to sectionLabel
BRIDGE | TRACE | 11:02:02 | 194.01 | modifyObject() : brbPreviousModule
BRIDGE | DEBUG | 11:02:02 | 194.01 | Position: (0.148, 0.122, 2.859), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:02:02 | 194.01 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | DEBUG | 11:02:02 | 194.01 | Could not find TextMeshPro component on object that was supposed to be updated: brbPreviousModule
BRIDGE | TRACE | 11:02:02 | 194.01 | MakeObject() : brbPreviousModuleLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:02 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:02 | 194.01 | transmitObject(), Obj Name: brbPreviousModuleLabel, object guid: 540b6b11-2b5d-4e95-b9da-34c1e8af7b76
BRIDGE | TRACE | 11:02:02 | 194.01 | Transmitting Object, message guid: 91068a7f-a33b-4b9f-a856-40cf965e87c4
BRIDGE | TRACE | 11:02:03 | 194.01 | initializeObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 11:02:03 | 194.01 | Setting object brbPreviousModuleLabel parent to brbPreviousModule
BRIDGE | TRACE | 11:02:03 | 194.01 | modifyObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 11:02:03 | 194.01 | Position: (0.148, 0.044, 2.859), scale: (0.360, 0.360, 0.360), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:03 | 194.01 | Modifying Text: Previous   Module
BRIDGE | DEBUG | 11:02:03 | 194.01 | Mesh bounding box: Center: (0.149, 0.044, 2.859), Extents: (0.067, 0.034, 0.014)
BRIDGE | TRACE | 11:02:03 | 194.01 | MakeObject() : brbNextClip, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:03 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:03 | 194.01 | transmitObject(), Obj Name: brbNextClip, object guid: 4c88b2e5-b668-456c-8d47-168cd8dde939
BRIDGE | TRACE | 11:02:03 | 194.01 | Transmitting Object, message guid: 55831c77-662c-4e5a-986f-34b94dbc0ba2
BRIDGE | TRACE | 11:02:03 | 194.01 | initializeObject() : brbNextClip
BRIDGE | DEBUG | 11:02:03 | 194.01 | Setting object brbNextClip parent to taskLabel
BRIDGE | TRACE | 11:02:03 | 194.01 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 11:02:03 | 194.01 | Position: (1.029, -0.028, 2.673), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:02:03 | 194.01 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | DEBUG | 11:02:03 | 194.01 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextClip
BRIDGE | TRACE | 11:02:03 | 194.01 | MakeObject() : brbNextClipLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:03 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:03 | 194.01 | transmitObject(), Obj Name: brbNextClipLabel, object guid: d9b09386-8eb4-48c8-8706-a2088fb8cafb
BRIDGE | TRACE | 11:02:03 | 194.01 | Transmitting Object, message guid: 5d1bc0fd-15b1-4b66-9637-23c8a8a35cf8
BRIDGE | TRACE | 11:02:03 | 194.01 | initializeObject() : brbNextClipLabel
BRIDGE | DEBUG | 11:02:03 | 194.01 | Setting object brbNextClipLabel parent to brbNextClip
BRIDGE | TRACE | 11:02:03 | 194.01 | modifyObject() : brbNextClipLabel
BRIDGE | DEBUG | 11:02:03 | 194.01 | Position: (1.029, -0.088, 2.673), scale: (0.360, 0.360, 0.360), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:03 | 194.01 | Modifying Text: Next
BRIDGE | DEBUG | 11:02:03 | 194.01 | Mesh bounding box: Center: (1.030, -0.089, 2.673), Extents: (0.035, 0.013, 0.007)
BRIDGE | TRACE | 11:02:03 | 194.01 | MakeObject() : brbPreviousClip, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:03 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:03 | 194.01 | transmitObject(), Obj Name: brbPreviousClip, object guid: 0ca6324d-fc6b-44a9-b701-c011c44bf48a
BRIDGE | TRACE | 11:02:03 | 194.01 | Transmitting Object, message guid: 7fbdeb7d-b8f2-4a50-bab8-497961142bd4
BRIDGE | TRACE | 11:02:03 | 194.01 | initializeObject() : brbPreviousClip
BRIDGE | DEBUG | 11:02:03 | 194.01 | Setting object brbPreviousClip parent to taskLabel
BRIDGE | TRACE | 11:02:03 | 194.01 | modifyObject() : brbPreviousClip
BRIDGE | DEBUG | 11:02:03 | 194.01 | Position: (0.442, -0.028, 2.797), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:02:03 | 194.01 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | DEBUG | 11:02:03 | 194.01 | Could not find TextMeshPro component on object that was supposed to be updated: brbPreviousClip
BRIDGE | TRACE | 11:02:03 | 194.01 | MakeObject() : brbPreviousClipLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:03 | 194.01 | instantiateObject()
BRIDGE | TRACE | 11:02:03 | 194.01 | transmitObject(), Obj Name: brbPreviousClipLabel, object guid: bc1cbead-2877-4ddd-820a-e64eef3197a5
BRIDGE | TRACE | 11:02:03 | 194.01 | Transmitting Object, message guid: 805961cf-7ea3-4bd0-95d9-fa5deedb73fb
BRIDGE | TRACE | 11:02:03 | 194.01 | initializeObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 11:02:03 | 194.01 | Setting object brbPreviousClipLabel parent to brbPreviousClip
BRIDGE | TRACE | 11:02:03 | 194.01 | modifyObject() : brbPreviousClipLabel
BRIDGE | DEBUG | 11:02:03 | 194.01 | Position: (0.442, -0.088, 2.797), scale: (0.360, 0.360, 0.360), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:03 | 194.01 | Modifying Text: Previous
BRIDGE | DEBUG | 11:02:03 | 194.01 | Mesh bounding box: Center: (0.442, -0.088, 2.797), Extents: (0.067, 0.014, 0.014)
DEMOSEQUENCE | STATE_START | 11:02:03 | 194.01 | clip0
BRIDGE | TRACE | 11:02:03 | 194.01 | MakeObject() : MainInstructions, type: , transmitted: False
BRIDGE | TRACE | 11:02:03 | 194.01 | instantiateObject()
BRIDGE | ERROR | 11:02:03 | 194.01 | System.NullReferenceException: Object reference not set to an instance of an object.   at UnityEngine.GridLayout.DoNothing () [0x00000] in <00000000000000000000000000000000>:0    at Bridge.instantiateObject (System.String prefabName, UnityEngine.Vector3 position, UnityEngine.Vector3 eulerAngles, UnityEngine.Vector3 scale, System.Boolean transmittable) [0x00000] in <00000000000000000000000000000000>:0    at Bridge.MakeObject (ObjectInfo obj) [0x00000] in <00000000000000000000000000000000>:0    at demoSequence.modifyObjects (System.Int32 conditionFlag, clipData theClip) [0x00000] in <00000000000000000000000000000000>:0    at demoSequence.processClip (clipData theClip) [0x00000] in <00000000000000000000000000000000>:0    at demoSequence.newClip () [0x00000] in <00000000000000000000000000000000>:0    at demoSequence.makeEvents (clipData[] sequenceData) [0x00000] in <00000000000000000000000000000000>:0    at demoRoutines.demo.Initialize (System.String jsonData) [0x00000] in <00000000000000000000000000000000>:0    at LabManager.SpawnModule () [0x00000] in <00000000000000000000000000000000>:0    at LabManager+<NewModule>d__26.MoveNext () [0x00000] in <00000000000000000000000000000000>:0    at UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) [0x00000] in <00000000000000000000000000000000>:0 
LABMANAGER | TRACE | 11:02:40 | 230.51 | ModuleComplete()
LABMANAGER | STATE_START | 11:02:41 | 231.51 | Module 3
LIGHTINGCONTROL | TRACE | 11:02:41 | 231.51 | saveLights()
LIGHTINGCONTROL | TRACE | 11:02:41 | 231.51 | sunlight()
BRIDGE | TRACE | 11:02:41 | 231.51 | MakeObject() : Sun, type: Prefabs/SunPrefab, transmitted: False
BRIDGE | TRACE | 11:02:41 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:41 | 231.51 | transmitObject(), Obj Name: Sun, object guid: 6a3177bc-024c-4bae-b729-98708a544c41
BRIDGE | TRACE | 11:02:41 | 231.51 | Transmitting Object, message guid: 73ff49be-a1f0-4f80-93b2-145793675a3d
BRIDGE | TRACE | 11:02:41 | 231.51 | initializeObject() : Sun
BRIDGE | DEBUG | 11:02:41 | 231.51 | Setting object Sun parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:02:41 | 231.51 | modifyObject() : Sun
BRIDGE | DEBUG | 11:02:41 | 231.51 | Position: (-37.944, -0.628, 8.321), scale: (5.000, 5.000, 5.000), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:41 | 231.51 | Could not find TextMeshPro component on object that was supposed to be updated: Sun
BRIDGE | DEBUG | 11:02:41 | 231.51 | Mesh bounding box: Center: (-37.944, -0.628, 8.321), Extents: (2.961, 2.500, 2.961)
BRIDGE | TRACE | 11:02:41 | 231.51 | MakeObject() : Earth, type: Prefabs/clickableSphere, transmitted: False
BRIDGE | TRACE | 11:02:41 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:41 | 231.51 | transmitObject(), Obj Name: Earth, object guid: 836c7d62-8016-414d-a93c-12c439c67275
BRIDGE | TRACE | 11:02:41 | 231.51 | Transmitting Object, message guid: e40e7ca9-5559-40a4-8677-565f444bd712
BRIDGE | TRACE | 11:02:41 | 231.51 | initializeObject() : Earth
BRIDGE | DEBUG | 11:02:41 | 231.51 | Setting object Earth parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:02:41 | 231.51 | modifyObject() : Earth
BRIDGE | DEBUG | 11:02:41 | 231.51 | Position: (0.529, -0.628, 1.757), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:41 | 231.51 | Could not find TextMeshPro component on object that was supposed to be updated: Earth
BRIDGE | DEBUG | 11:02:41 | 231.51 | Mesh bounding box: Center: (0.529, -0.628, 1.757), Extents: (0.296, 0.250, 0.296)
BRIDGE | TRACE | 11:02:41 | 231.51 | MakeObject() : Moon, type: Prefabs/clickableSphere, transmitted: False
BRIDGE | TRACE | 11:02:41 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:41 | 231.51 | transmitObject(), Obj Name: Moon, object guid: 37fb9067-3713-4f08-8852-1eb53a8e24f0
BRIDGE | TRACE | 11:02:41 | 231.51 | Transmitting Object, message guid: 6b68fa07-f431-446e-95dc-e1a9458108e3
BRIDGE | TRACE | 11:02:41 | 231.51 | initializeObject() : Moon
BRIDGE | DEBUG | 11:02:41 | 231.51 | Setting object Moon parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:02:41 | 231.51 | modifyObject() : Moon
BRIDGE | DEBUG | 11:02:41 | 231.51 | Position: (2.486, -0.628, 1.345), scale: (0.250, 0.250, 0.250), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:41 | 231.51 | Could not find TextMeshPro component on object that was supposed to be updated: Moon
BRIDGE | DEBUG | 11:02:41 | 231.51 | Mesh bounding box: Center: (2.486, -0.628, 1.345), Extents: (0.148, 0.125, 0.148)
BRIDGE | TRACE | 11:02:41 | 231.51 | MakeObject() : moonLabelTop, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:41 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:41 | 231.51 | transmitObject(), Obj Name: moonLabelTop, object guid: 28b2d610-8653-4eef-aa41-0834f316fb65
BRIDGE | TRACE | 11:02:41 | 231.51 | Transmitting Object, message guid: 44911a3d-3468-4e67-82a2-ae0428eec6ca
BRIDGE | TRACE | 11:02:41 | 231.51 | initializeObject() : moonLabelTop
BRIDGE | DEBUG | 11:02:41 | 231.51 | Setting object moonLabelTop parent to Moon
BRIDGE | TRACE | 11:02:41 | 231.51 | modifyObject() : moonLabelTop
BRIDGE | DEBUG | 11:02:41 | 231.51 | Position: (2.486, -0.378, 1.345), scale: (0.500, 0.500, 0.500), EulerAngles: (0.000, 101.885, 0.000)
BRIDGE | DEBUG | 11:02:41 | 231.51 | Modifying Text: 14 days after   New Moon
BRIDGE | DEBUG | 11:02:41 | 231.51 | Mesh bounding box: Center: (2.486, -0.378, 1.343), Extents: (0.030, 0.048, 0.140)
BRIDGE | TRACE | 11:02:41 | 231.51 | MakeObject() : moonLabelBottom, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:41 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:41 | 231.51 | transmitObject(), Obj Name: moonLabelBottom, object guid: 9f6e721d-a3af-47e6-a243-876f353c7db9
BRIDGE | TRACE | 11:02:41 | 231.51 | Transmitting Object, message guid: d303d31f-ae87-48c2-ade7-92335f978585
BRIDGE | TRACE | 11:02:41 | 231.51 | initializeObject() : moonLabelBottom
BRIDGE | DEBUG | 11:02:41 | 231.51 | Setting object moonLabelBottom parent to Moon
BRIDGE | TRACE | 11:02:41 | 231.51 | modifyObject() : moonLabelBottom
BRIDGE | DEBUG | 11:02:41 | 231.51 | Position: (2.486, -0.816, 1.345), scale: (0.375, 0.375, 0.375), EulerAngles: (0.000, 101.885, 0.000)
BRIDGE | DEBUG | 11:02:41 | 231.51 | Modifying Text: Full Moon
BRIDGE | DEBUG | 11:02:41 | 231.51 | Mesh bounding box: Center: (2.486, -0.815, 1.344), Extents: (0.017, 0.014, 0.079)
BRIDGE | TRACE | 11:02:42 | 231.51 | MakeObject() : taskLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:42 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:42 | 231.51 | transmitObject(), Obj Name: taskLabel, object guid: a74a6d64-95a1-4a7e-be56-eb6ca1367ad7
BRIDGE | TRACE | 11:02:42 | 231.51 | Transmitting Object, message guid: 091ad1b0-6f6b-4b88-a68a-42e76e62bb83
BRIDGE | TRACE | 11:02:42 | 231.51 | initializeObject() : taskLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Setting object taskLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:02:42 | 231.51 | modifyObject() : taskLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Position: (0.735, -0.028, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:42 | 231.51 | Modifying Text: Introduction
BRIDGE | DEBUG | 11:02:42 | 231.51 | Mesh bounding box: Center: (0.736, -0.028, 2.735), Extents: (0.151, 0.023, 0.032)
BRIDGE | TRACE | 11:02:42 | 231.51 | MakeObject() : sectionLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:42 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:42 | 231.51 | transmitObject(), Obj Name: sectionLabel, object guid: 8275f331-782d-4bfd-8cb2-5d3220b94c27
BRIDGE | TRACE | 11:02:42 | 231.51 | Transmitting Object, message guid: 61d2a35f-18e7-4804-b46e-d9c94c13fe28
BRIDGE | TRACE | 11:02:42 | 231.51 | initializeObject() : sectionLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Setting object sectionLabel parent to [CURRENT_LAB]
BRIDGE | TRACE | 11:02:42 | 231.51 | modifyObject() : sectionLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Position: (0.735, 0.122, 2.735), scale: (0.600, 0.600, 0.600), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:42 | 231.51 | Modifying Text: The View from the Moon
BRIDGE | DEBUG | 11:02:42 | 231.51 | Mesh bounding box: Center: (0.734, 0.122, 2.735), Extents: (0.319, 0.023, 0.067)
BRIDGE | TRACE | 11:02:42 | 231.51 | MakeObject() : brbNextModule, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:42 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:42 | 231.51 | transmitObject(), Obj Name: brbNextModule, object guid: 9eb98822-0a3c-4c0e-a016-d23c7dec9564
BRIDGE | TRACE | 11:02:42 | 231.51 | Transmitting Object, message guid: 1e9e575e-9a86-46f5-a0d6-edbdaf31134c
BRIDGE | TRACE | 11:02:42 | 231.51 | initializeObject() : brbNextModule
BRIDGE | DEBUG | 11:02:42 | 231.51 | Setting object brbNextModule parent to sectionLabel
BRIDGE | TRACE | 11:02:42 | 231.51 | modifyObject() : brbNextModule
BRIDGE | DEBUG | 11:02:42 | 231.51 | Position: (1.205, 0.122, 2.636), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:02:42 | 231.51 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | DEBUG | 11:02:42 | 231.51 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextModule
BRIDGE | TRACE | 11:02:42 | 231.51 | MakeObject() : brbNextModuleLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:42 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:42 | 231.51 | transmitObject(), Obj Name: brbNextModuleLabel, object guid: 82f48758-f654-43f7-b3e3-5c1300074463
BRIDGE | TRACE | 11:02:42 | 231.51 | Transmitting Object, message guid: 906d5604-ee67-4201-bc7e-1f23bd30dd5b
BRIDGE | TRACE | 11:02:42 | 231.51 | initializeObject() : brbNextModuleLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Setting object brbNextModuleLabel parent to brbNextModule
BRIDGE | TRACE | 11:02:42 | 231.51 | modifyObject() : brbNextModuleLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Position: (1.205, 0.044, 2.636), scale: (0.360, 0.360, 0.360), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:42 | 231.51 | Modifying Text: Next  Module
BRIDGE | DEBUG | 11:02:42 | 231.51 | Mesh bounding box: Center: (1.210, 0.043, 2.635), Extents: (0.056, 0.034, 0.012)
BRIDGE | TRACE | 11:02:42 | 231.51 | MakeObject() : brbPreviousModule, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:42 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:42 | 231.51 | transmitObject(), Obj Name: brbPreviousModule, object guid: f52c51fc-5224-4681-9b81-a2910bc09a42
BRIDGE | TRACE | 11:02:42 | 231.51 | Transmitting Object, message guid: b72da15c-9338-43d5-ba29-56e0912dd61f
BRIDGE | TRACE | 11:02:42 | 231.51 | initializeObject() : brbPreviousModule
BRIDGE | DEBUG | 11:02:42 | 231.51 | Setting object brbPreviousModule parent to sectionLabel
BRIDGE | TRACE | 11:02:42 | 231.51 | modifyObject() : brbPreviousModule
BRIDGE | DEBUG | 11:02:42 | 231.51 | Position: (0.265, 0.122, 2.834), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:02:42 | 231.51 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | DEBUG | 11:02:42 | 231.51 | Could not find TextMeshPro component on object that was supposed to be updated: brbPreviousModule
BRIDGE | TRACE | 11:02:42 | 231.51 | MakeObject() : brbPreviousModuleLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:42 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:42 | 231.51 | transmitObject(), Obj Name: brbPreviousModuleLabel, object guid: 5e514d86-847f-43fc-ad27-68275f429330
BRIDGE | TRACE | 11:02:42 | 231.51 | Transmitting Object, message guid: 90789e34-9452-48a5-b0ce-98c61533bc3a
BRIDGE | TRACE | 11:02:42 | 231.51 | initializeObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Setting object brbPreviousModuleLabel parent to brbPreviousModule
BRIDGE | TRACE | 11:02:42 | 231.51 | modifyObject() : brbPreviousModuleLabel
BRIDGE | DEBUG | 11:02:42 | 231.51 | Position: (0.265, 0.044, 2.834), scale: (0.360, 0.360, 0.360), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:42 | 231.51 | Modifying Text: Previous   Module
BRIDGE | DEBUG | 11:02:43 | 231.51 | Mesh bounding box: Center: (0.266, 0.044, 2.834), Extents: (0.067, 0.034, 0.014)
BRIDGE | TRACE | 11:02:43 | 231.51 | MakeObject() : brbNextClip, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:43 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:43 | 231.51 | transmitObject(), Obj Name: brbNextClip, object guid: 808c95ac-a3b7-493e-8b86-bf4e9e2f2224
BRIDGE | TRACE | 11:02:43 | 231.51 | Transmitting Object, message guid: 416eb7ae-2387-4f21-abab-ebd5edd84929
BRIDGE | TRACE | 11:02:43 | 231.51 | initializeObject() : brbNextClip
BRIDGE | DEBUG | 11:02:43 | 231.51 | Setting object brbNextClip parent to taskLabel
BRIDGE | TRACE | 11:02:43 | 231.51 | modifyObject() : brbNextClip
BRIDGE | DEBUG | 11:02:43 | 231.51 | Position: (1.029, -0.028, 2.673), scale: (0.600, 0.600, 0.600), EulerAngles: (90.000, 191.885, 0.000)
BRIDGE | DEBUG | 11:02:43 | 231.51 |  Adding component: {"name": "demoButtonActions", "callBackObjects": ["demoModule"]}
BRIDGE | DEBUG | 11:02:43 | 231.51 | Could not find TextMeshPro component on object that was supposed to be updated: brbNextClip
BRIDGE | TRACE | 11:02:43 | 231.51 | MakeObject() : brbNextClipLabel, type: Prefabs/textPrefab, transmitted: False
BRIDGE | TRACE | 11:02:43 | 231.51 | instantiateObject()
BRIDGE | TRACE | 11:02:43 | 231.51 | transmitObject(), Obj Name: brbNextClipLabel, object guid: 197e7599-b765-46df-9b3e-2bacc11bf230
BRIDGE | TRACE | 11:02:43 | 231.51 | Transmitting Object, message guid: 791f82cc-f4f9-4ab3-a44e-418d1a07f340
BRIDGE | TRACE | 11:02:43 | 231.51 | initializeObject() : brbNextClipLabel
BRIDGE | DEBUG | 11:02:43 | 231.51 | Setting object brbNextClipLabel parent to brbNextClip
BRIDGE | TRACE | 11:02:43 | 231.51 | modifyObject() : brbNextClipLabel
BRIDGE | DEBUG | 11:02:43 | 231.51 | Position: (1.029, -0.088, 2.673), scale: (0.360, 0.360, 0.360), EulerAngles: (0.000, 11.885, 0.000)
BRIDGE | DEBUG | 11:02:43 | 231.51 | Modifying Text: Next
BRIDGE | DEBUG | 11:02:43 | 231.51 | Mesh bounding box: Center: (1.030, -0.089, 2.673), Extents: (0.035, 0.013, 0.007)
BRIDGE | TRACE | 11:02:43 | 231.51 | MakeObject() : brbPreviousClip, type: Prefabs/demoButtonPrefab, transmitted: False
BRIDGE | TRACE | 11:02:43 | 231.51 | instantiateObject()
